Date,StationCode,State,District,Rainfall (mm),Groundwater Level (m),Temperature (°C),River Water Level (m),Scarcity
2024-08-12,KAR_UDU,Karnataka,Udupi,166.2,5.0,31.3,2.27,0
2024-08-13,KAR_UDU,Karnataka,Udupi,158.2,5.0,32.6,1.72,0
2024-08-14,KAR_UDU,Karnataka,Udupi,85.7,5.0,35.9,10.12,0
2024-08-15,KAR_UDU,Karnataka,Udupi,0.0,5.73,40.4,7.86,0
2024-08-16,KAR_UDU,Karnataka,Udupi,114.2,5.0,35.2,4.91,0
2024-08-17,KAR_UDU,Karnataka,Udupi,0.0,5.89,27.2,9.21,0
2024-08-18,KAR_UDU,Karnataka,Udupi,93.9,5.0,30.0,1.43,0
2024-08-19,KAR_UDU,Karnataka,Udupi,139.3,5.0,13.7,5.85,0
2024-08-20,KAR_UDU,Karnataka,Udupi,157.3,5.0,27.6,6.72,0
2024-08-21,KAR_UDU,Karnataka,Udupi,50.3,5.0,22.1,4.96,0
2024-08-22,KAR_UDU,Karnataka,Udupi,156.0,5.0,30.1,2.6,0
2024-08-23,KAR_UDU,Karnataka,Udupi,0.0,5.48,18.1,4.75,0
2024-08-24,KAR_UDU,Karnataka,Udupi,157.8,5.0,12.3,5.33,0
2024-08-25,KAR_UDU,Karnataka,Udupi,0.0,5.83,10.1,12.9,0
2024-08-26,KAR_UDU,Karnataka,Udupi,0.0,6.29,16.8,14.52,0
2024-08-27,KAR_UDU,Karnataka,Udupi,0.0,6.51,34.2,1.29,0
2024-08-28,KAR_UDU,Karnataka,Udupi,122.5,5.06,42.9,3.26,0
2024-08-29,KAR_UDU,Karnataka,Udupi,0.0,6.03,36.3,14.25,0
2024-08-30,KAR_UDU,Karnataka,Udupi,95.6,5.01,25.8,13.19,0
2024-08-31,KAR_UDU,Karnataka,Udupi,0.0,5.88,21.0,7.98,0
2024-09-01,KAR_UDU,Karnataka,Udupi,98.1,5.0,26.7,10.38,0
2024-09-02,KAR_UDU,Karnataka,Udupi,0.0,5.32,30.0,11.82,0
2024-09-03,KAR_UDU,Karnataka,Udupi,0.0,6.18,32.9,12.84,0
2024-09-04,KAR_UDU,Karnataka,Udupi,79.8,5.25,19.5,1.78,0
2024-09-05,KAR_UDU,Karnataka,Udupi,0.0,5.5,13.7,9.97,0
2024-09-06,KAR_UDU,Karnataka,Udupi,53.6,5.0,29.7,6.05,0
2024-09-07,KAR_UDU,Karnataka,Udupi,0.0,5.53,10.9,5.06,0
2024-09-08,KAR_UDU,Karnataka,Udupi,0.0,6.15,35.1,14.41,0
2024-09-09,KAR_UDU,Karnataka,Udupi,193.5,5.48,16.8,9.29,0
2024-09-10,KAR_UDU,Karnataka,Udupi,0.0,6.18,38.4,11.88,0
2024-09-11,KAR_UDU,Karnataka,Udupi,188.3,5.15,26.9,10.45,0
2024-09-12,KAR_UDU,Karnataka,Udupi,57.0,5.0,40.6,13.45,0
2024-09-13,KAR_UDU,Karnataka,Udupi,0.0,5.42,32.7,13.11,0
2024-09-14,KAR_UDU,Karnataka,Udupi,66.7,5.0,42.2,4.6,0
2024-09-15,KAR_UDU,Karnataka,Udupi,0.0,5.95,10.4,4.92,0
2024-09-16,KAR_UDU,Karnataka,Udupi,0.0,6.43,22.6,3.04,0
2024-09-17,KAR_UDU,Karnataka,Udupi,184.7,5.16,16.5,1.02,0
2024-09-18,KAR_UDU,Karnataka,Udupi,164.7,5.0,30.5,2.44,0
2024-09-19,KAR_UDU,Karnataka,Udupi,141.0,5.0,30.7,7.93,0
2024-09-20,KAR_UDU,Karnataka,Udupi,0.0,5.71,44.5,9.78,0
2024-09-21,KAR_UDU,Karnataka,Udupi,0.0,6.65,32.7,5.62,0
2024-09-22,KAR_UDU,Karnataka,Udupi,183.4,5.69,11.5,12.75,0
2024-09-23,KAR_UDU,Karnataka,Udupi,188.0,5.0,12.7,3.29,0
2024-09-24,KAR_UDU,Karnataka,Udupi,77.7,5.0,32.5,14.47,0
2024-09-25,KAR_UDU,Karnataka,Udupi,0.0,5.27,26.6,11.71,0
2024-09-26,KAR_UDU,Karnataka,Udupi,178.1,5.0,10.9,6.01,0
2024-09-27,KAR_UDU,Karnataka,Udupi,0.0,5.77,34.1,6.56,0
2024-09-28,KAR_UDU,Karnataka,Udupi,95.2,5.03,41.0,7.55,0
2024-09-29,KAR_UDU,Karnataka,Udupi,113.2,5.0,42.9,14.58,0
2024-09-30,KAR_UDU,Karnataka,Udupi,0.0,5.78,30.6,2.62,0
2024-10-01,KAR_UDU,Karnataka,Udupi,0.0,6.18,12.3,12.5,0
2024-10-02,KAR_UDU,Karnataka,Udupi,111.0,5.0,20.2,4.53,0
2024-10-03,KAR_UDU,Karnataka,Udupi,117.9,5.0,39.2,14.72,0
2024-10-04,KAR_UDU,Karnataka,Udupi,89.4,5.0,14.8,8.5,0
2024-10-05,KAR_UDU,Karnataka,Udupi,0.0,5.63,20.7,13.54,0
2024-10-06,KAR_UDU,Karnataka,Udupi,178.7,5.04,37.9,12.6,0
2024-10-07,KAR_UDU,Karnataka,Udupi,95.9,5.0,36.3,8.74,0
2024-10-08,KAR_UDU,Karnataka,Udupi,50.9,5.0,36.2,4.27,0
2024-10-09,KAR_UDU,Karnataka,Udupi,70.5,5.0,16.3,3.89,0
2024-10-10,KAR_UDU,Karnataka,Udupi,131.4,5.0,29.1,5.66,0
2024-10-11,KAR_UDU,Karnataka,Udupi,183.2,5.0,37.1,3.79,0
2024-10-12,KAR_UDU,Karnataka,Udupi,148.2,5.0,29.1,7.2,0
2024-10-13,KAR_UDU,Karnataka,Udupi,0.0,5.79,34.1,9.74,0
2024-10-14,KAR_UDU,Karnataka,Udupi,0.0,6.41,22.0,6.21,0
2024-10-15,KAR_UDU,Karnataka,Udupi,71.7,5.46,27.0,14.05,0
2024-10-16,KAR_UDU,Karnataka,Udupi,78.4,5.0,13.5,4.38,0
2024-10-17,KAR_UDU,Karnataka,Udupi,131.3,5.0,16.6,13.42,0
2024-10-18,KAR_UDU,Karnataka,Udupi,119.1,5.0,27.9,3.51,0
2024-10-19,KAR_UDU,Karnataka,Udupi,0.0,5.88,32.8,3.66,0
2024-10-20,KAR_UDU,Karnataka,Udupi,176.0,5.0,35.9,7.27,0
2024-10-21,KAR_UDU,Karnataka,Udupi,0.0,5.2,31.8,14.01,0
2024-10-22,KAR_UDU,Karnataka,Udupi,182.3,5.0,41.9,10.12,0
2024-10-23,KAR_UDU,Karnataka,Udupi,142.4,5.0,15.8,4.44,0
2024-10-24,KAR_UDU,Karnataka,Udupi,150.9,5.0,30.4,12.08,0
2024-10-25,KAR_UDU,Karnataka,Udupi,0.0,5.48,24.2,2.17,0
2024-10-26,KAR_UDU,Karnataka,Udupi,68.2,5.0,20.6,1.73,0
2024-10-27,KAR_UDU,Karnataka,Udupi,100.4,5.0,36.2,13.59,0
2024-10-28,KAR_UDU,Karnataka,Udupi,86.5,5.0,40.3,4.53,0
2024-10-29,KAR_UDU,Karnataka,Udupi,0.0,5.43,36.0,11.8,0
2024-10-30,KAR_UDU,Karnataka,Udupi,0.0,6.13,13.2,5.78,0
2024-10-31,KAR_UDU,Karnataka,Udupi,163.4,5.0,44.6,10.28,0
2024-11-01,KAR_UDU,Karnataka,Udupi,0.0,5.32,27.3,6.85,0
2024-11-02,KAR_UDU,Karnataka,Udupi,10.7,5.32,43.0,7.06,0
2024-11-03,KAR_UDU,Karnataka,Udupi,0.0,6.21,19.3,9.95,0
2024-11-04,KAR_UDU,Karnataka,Udupi,11.6,6.21,31.8,3.4,0
2024-11-05,KAR_UDU,Karnataka,Udupi,15.4,6.21,20.9,12.97,0
2024-11-06,KAR_UDU,Karnataka,Udupi,12.0,6.21,26.5,14.05,0
2024-11-07,KAR_UDU,Karnataka,Udupi,8.3,6.83,19.8,3.5,0
2024-11-08,KAR_UDU,Karnataka,Udupi,14.4,6.83,43.4,14.05,0
2024-11-09,KAR_UDU,Karnataka,Udupi,5.9,7.16,14.7,7.05,0
2024-11-10,KAR_UDU,Karnataka,Udupi,2.5,7.54,42.3,10.14,0
2024-11-11,KAR_UDU,Karnataka,Udupi,0.0,8.49,40.5,11.85,0
2024-11-12,KAR_UDU,Karnataka,Udupi,12.8,8.49,21.2,10.15,0
2024-11-13,KAR_UDU,Karnataka,Udupi,0.0,9.14,21.6,11.68,0
2024-11-14,KAR_UDU,Karnataka,Udupi,0.0,10.07,40.5,4.78,0
2024-11-15,KAR_UDU,Karnataka,Udupi,18.9,10.07,30.0,14.97,0
2024-11-16,KAR_UDU,Karnataka,Udupi,10.8,10.07,32.0,1.77,0
2024-11-17,KAR_UDU,Karnataka,Udupi,12.7,10.07,44.3,7.52,0
2024-11-18,KAR_UDU,Karnataka,Udupi,0.0,10.38,44.5,6.33,0
2024-11-19,KAR_UDU,Karnataka,Udupi,0.0,11.0,31.8,12.22,0
2024-11-20,KAR_UDU,Karnataka,Udupi,7.2,11.61,41.7,4.95,0
2024-11-21,KAR_UDU,Karnataka,Udupi,0.9,11.97,13.6,1.47,0
2024-11-22,KAR_UDU,Karnataka,Udupi,14.9,11.97,28.1,12.31,0
2024-11-23,KAR_UDU,Karnataka,Udupi,17.6,11.97,35.4,3.52,0
2024-11-24,KAR_UDU,Karnataka,Udupi,9.6,12.42,34.7,11.72,0
2024-11-25,KAR_UDU,Karnataka,Udupi,3.4,13.33,27.9,3.99,0
2024-11-26,KAR_UDU,Karnataka,Udupi,0.0,14.33,41.4,5.79,0
2024-11-27,KAR_UDU,Karnataka,Udupi,12.2,14.33,23.6,4.22,0
2024-11-28,KAR_UDU,Karnataka,Udupi,0.0,14.73,44.8,11.06,0
2024-11-29,KAR_UDU,Karnataka,Udupi,0.0,15.48,19.1,4.19,1
2024-11-30,KAR_UDU,Karnataka,Udupi,11.8,15.48,28.7,10.85,0
2024-12-01,KAR_UDU,Karnataka,Udupi,10.9,15.48,34.7,13.27,0
2024-12-02,KAR_UDU,Karnataka,Udupi,2.8,16.02,41.3,5.33,0
2024-12-03,KAR_UDU,Karnataka,Udupi,0.0,16.74,21.8,11.53,0
2024-12-04,KAR_UDU,Karnataka,Udupi,6.2,17.74,42.7,2.91,1
2024-12-05,KAR_UDU,Karnataka,Udupi,0.0,17.99,11.2,2.96,1
2024-12-06,KAR_UDU,Karnataka,Udupi,8.7,18.62,12.6,13.31,0
2024-12-07,KAR_UDU,Karnataka,Udupi,7.0,19.58,10.7,4.62,1
2024-12-08,KAR_UDU,Karnataka,Udupi,7.4,20.0,11.3,12.39,0
2024-12-09,KAR_UDU,Karnataka,Udupi,4.4,20.0,23.3,4.16,1
2024-12-10,KAR_UDU,Karnataka,Udupi,6.0,20.0,37.3,10.49,0
2024-12-11,KAR_UDU,Karnataka,Udupi,17.8,20.0,36.8,9.07,0
2024-12-12,KAR_UDU,Karnataka,Udupi,11.1,20.0,14.0,3.65,0
2024-12-13,KAR_UDU,Karnataka,Udupi,14.7,20.0,29.2,6.24,0
2024-12-14,KAR_UDU,Karnataka,Udupi,2.3,20.0,24.2,11.43,0
2024-12-15,KAR_UDU,Karnataka,Udupi,2.2,20.0,33.0,9.73,0
2024-12-16,KAR_UDU,Karnataka,Udupi,11.8,20.0,40.9,8.9,0
2024-12-17,KAR_UDU,Karnataka,Udupi,15.5,20.0,29.6,1.75,0
2024-12-18,KAR_UDU,Karnataka,Udupi,0.0,20.0,14.0,2.29,1
2024-12-19,KAR_UDU,Karnataka,Udupi,11.4,20.0,44.2,10.13,0
2024-12-20,KAR_UDU,Karnataka,Udupi,13.8,20.0,27.6,13.66,0
2024-12-21,KAR_UDU,Karnataka,Udupi,0.0,20.0,42.5,4.73,1
2024-12-22,KAR_UDU,Karnataka,Udupi,4.9,20.0,12.9,10.45,0
2024-12-23,KAR_UDU,Karnataka,Udupi,0.3,20.0,34.4,11.73,0
2024-12-24,KAR_UDU,Karnataka,Udupi,19.6,20.0,21.0,10.11,0
2024-12-25,KAR_UDU,Karnataka,Udupi,1.7,20.0,11.3,14.83,0
2024-12-26,KAR_UDU,Karnataka,Udupi,0.0,20.0,11.7,2.42,1
2024-12-27,KAR_UDU,Karnataka,Udupi,8.2,20.0,30.7,4.39,1
2024-12-28,KAR_UDU,Karnataka,Udupi,0.0,20.0,32.4,10.08,0
2024-12-29,KAR_UDU,Karnataka,Udupi,0.0,20.0,24.6,10.58,0
2024-12-30,KAR_UDU,Karnataka,Udupi,14.2,20.0,44.9,6.45,0
2024-12-31,KAR_UDU,Karnataka,Udupi,0.0,20.0,17.8,13.85,0
2024-01-01,KAR_DHA,Karnataka,Dharwad,13.8,16.73,26.4,13.47,0
2024-01-02,KAR_DHA,Karnataka,Dharwad,9.0,17.62,11.8,6.67,0
2024-01-03,KAR_DHA,Karnataka,Dharwad,0.4,17.95,36.5,1.21,1
2024-01-04,KAR_DHA,Karnataka,Dharwad,3.4,18.16,37.6,3.49,1
2024-01-05,KAR_DHA,Karnataka,Dharwad,18.4,18.16,32.7,2.75,0
2024-01-06,KAR_DHA,Karnataka,Dharwad,0.0,18.42,24.7,9.91,0
2024-01-07,KAR_DHA,Karnataka,Dharwad,11.2,18.42,24.3,3.2,0
2024-01-08,KAR_DHA,Karnataka,Dharwad,0.0,18.95,13.7,10.24,0
2024-01-09,KAR_DHA,Karnataka,Dharwad,4.3,19.26,18.5,1.73,1
2024-01-10,KAR_DHA,Karnataka,Dharwad,7.2,19.83,26.5,8.3,0
2024-01-11,KAR_DHA,Karnataka,Dharwad,15.5,19.83,30.6,7.71,0
2024-01-12,KAR_DHA,Karnataka,Dharwad,0.0,20.0,28.4,4.24,1
2024-01-13,KAR_DHA,Karnataka,Dharwad,19.3,20.0,29.6,12.8,0
2024-01-14,KAR_DHA,Karnataka,Dharwad,5.9,20.0,19.2,2.37,1
2024-01-15,KAR_DHA,Karnataka,Dharwad,0.0,20.0,37.7,5.75,0
2024-01-16,KAR_DHA,Karnataka,Dharwad,11.7,20.0,30.5,9.56,0
2024-01-17,KAR_DHA,Karnataka,Dharwad,4.5,20.0,34.4,1.08,1
2024-01-18,KAR_DHA,Karnataka,Dharwad,0.0,20.0,18.7,3.99,1
2024-01-19,KAR_DHA,Karnataka,Dharwad,8.6,20.0,32.4,7.94,0
2024-01-20,KAR_DHA,Karnataka,Dharwad,0.0,20.0,34.8,7.96,0
2024-01-21,KAR_DHA,Karnataka,Dharwad,8.3,20.0,30.1,1.21,1
2024-01-22,KAR_DHA,Karnataka,Dharwad,7.4,20.0,44.4,12.66,0
2024-01-23,KAR_DHA,Karnataka,Dharwad,17.7,20.0,13.5,8.86,0
2024-01-24,KAR_DHA,Karnataka,Dharwad,0.0,20.0,12.2,5.19,0
2024-01-25,KAR_DHA,Karnataka,Dharwad,0.0,20.0,11.4,4.59,1
2024-01-26,KAR_DHA,Karnataka,Dharwad,0.0,20.0,35.4,4.05,1
2024-01-27,KAR_DHA,Karnataka,Dharwad,11.0,20.0,33.3,9.68,0
2024-01-28,KAR_DHA,Karnataka,Dharwad,17.3,20.0,42.7,12.19,0
2024-01-29,KAR_DHA,Karnataka,Dharwad,1.8,20.0,19.7,12.98,0
2024-01-30,KAR_DHA,Karnataka,Dharwad,0.1,20.0,15.5,11.99,0
2024-01-31,KAR_DHA,Karnataka,Dharwad,9.1,20.0,27.7,3.82,1
2024-02-01,KAR_DHA,Karnataka,Dharwad,4.3,20.0,15.3,1.65,1
2024-02-02,KAR_DHA,Karnataka,Dharwad,4.4,20.0,37.8,14.16,0
2024-02-03,KAR_DHA,Karnataka,Dharwad,0.0,20.0,11.3,7.35,0
2024-02-04,KAR_DHA,Karnataka,Dharwad,4.5,20.0,44.7,12.93,0
2024-02-05,KAR_DHA,Karnataka,Dharwad,18.0,20.0,26.8,6.06,0
2024-02-06,KAR_DHA,Karnataka,Dharwad,7.1,20.0,14.6,2.65,1
2024-02-07,KAR_DHA,Karnataka,Dharwad,3.5,20.0,11.5,12.05,0
2024-02-08,KAR_DHA,Karnataka,Dharwad,0.0,20.0,30.4,2.56,1
2024-02-09,KAR_DHA,Karnataka,Dharwad,4.7,20.0,19.0,8.04,0
2024-02-10,KAR_DHA,Karnataka,Dharwad,18.0,20.0,21.7,1.84,0
2024-02-11,KAR_DHA,Karnataka,Dharwad,6.3,20.0,38.1,7.15,0
2024-02-12,KAR_DHA,Karnataka,Dharwad,6.7,20.0,27.4,5.92,0
2024-02-13,KAR_DHA,Karnataka,Dharwad,0.0,20.0,14.6,7.25,0
2024-02-14,KAR_DHA,Karnataka,Dharwad,1.4,20.0,23.7,1.85,1
2024-02-15,KAR_DHA,Karnataka,Dharwad,16.9,20.0,39.6,12.0,0
2024-02-16,KAR_DHA,Karnataka,Dharwad,18.8,20.0,11.4,2.08,0
2024-02-17,KAR_DHA,Karnataka,Dharwad,12.1,20.0,12.9,8.72,0
2024-02-18,KAR_DHA,Karnataka,Dharwad,15.2,20.0,32.4,8.91,0
2024-02-19,KAR_DHA,Karnataka,Dharwad,10.8,20.0,26.8,10.92,0
2024-02-20,KAR_DHA,Karnataka,Dharwad,0.0,20.0,43.0,1.29,1
2024-02-21,KAR_DHA,Karnataka,Dharwad,13.2,20.0,34.5,4.85,0
2024-02-22,KAR_DHA,Karnataka,Dharwad,12.8,20.0,33.3,11.32,0
2024-02-23,KAR_DHA,Karnataka,Dharwad,16.9,20.0,40.5,2.04,0
2024-02-24,KAR_DHA,Karnataka,Dharwad,0.0,20.0,40.8,7.49,0
2024-02-25,KAR_DHA,Karnataka,Dharwad,0.1,20.0,16.8,13.95,0
2024-02-26,KAR_DHA,Karnataka,Dharwad,0.0,20.0,15.6,4.85,1
2024-02-27,KAR_DHA,Karnataka,Dharwad,8.5,20.0,25.1,12.37,0
2024-02-28,KAR_DHA,Karnataka,Dharwad,15.7,20.0,23.4,2.69,0
2024-02-29,KAR_DHA,Karnataka,Dharwad,17.2,20.0,10.3,13.43,0
2024-03-01,KAR_DHA,Karnataka,Dharwad,10.9,20.0,37.8,9.29,0
2024-03-02,KAR_DHA,Karnataka,Dharwad,0.0,20.0,42.0,3.69,1
2024-03-03,KAR_DHA,Karnataka,Dharwad,33.3,20.0,32.1,12.03,0
2024-03-04,KAR_DHA,Karnataka,Dharwad,11.4,20.0,31.9,6.08,0
2024-03-05,KAR_DHA,Karnataka,Dharwad,44.7,20.0,37.3,4.6,0
2024-03-06,KAR_DHA,Karnataka,Dharwad,26.5,20.0,27.6,2.22,0
2024-03-07,KAR_DHA,Karnataka,Dharwad,0.0,20.0,11.3,7.76,0
2024-03-08,KAR_DHA,Karnataka,Dharwad,29.6,20.0,32.9,1.01,0
2024-03-09,KAR_DHA,Karnataka,Dharwad,0.0,20.0,23.3,5.66,0
2024-03-10,KAR_DHA,Karnataka,Dharwad,29.3,20.0,42.2,10.56,0
2024-03-11,KAR_DHA,Karnataka,Dharwad,0.8,20.0,18.9,14.46,0
2024-03-12,KAR_DHA,Karnataka,Dharwad,7.9,20.0,39.7,12.64,0
2024-03-13,KAR_DHA,Karnataka,Dharwad,25.9,20.0,14.1,2.09,0
2024-03-14,KAR_DHA,Karnataka,Dharwad,38.6,20.0,37.3,4.2,0
2024-03-15,KAR_DHA,Karnataka,Dharwad,0.0,20.0,30.2,8.61,0
2024-03-16,KAR_DHA,Karnataka,Dharwad,0.8,20.0,31.8,13.73,0
2024-03-17,KAR_DHA,Karnataka,Dharwad,0.0,20.0,13.1,9.37,0
2024-03-18,KAR_DHA,Karnataka,Dharwad,0.0,20.0,28.6,5.91,0
2024-03-19,KAR_DHA,Karnataka,Dharwad,12.9,20.0,10.6,8.21,0
2024-03-20,KAR_DHA,Karnataka,Dharwad,47.2,20.0,29.2,7.53,0
2024-03-21,KAR_DHA,Karnataka,Dharwad,0.0,20.0,29.0,13.25,0
2024-03-22,KAR_DHA,Karnataka,Dharwad,0.0,20.0,44.9,9.64,0
2024-03-23,KAR_DHA,Karnataka,Dharwad,19.0,20.0,42.4,2.29,0
2024-03-24,KAR_DHA,Karnataka,Dharwad,16.9,20.0,40.1,8.81,0
2024-03-25,KAR_DHA,Karnataka,Dharwad,0.0,20.0,23.0,9.66,0
2024-03-26,KAR_DHA,Karnataka,Dharwad,25.3,20.0,44.8,11.07,0
2024-03-27,KAR_DHA,Karnataka,Dharwad,19.0,20.0,35.6,8.97,0
2024-03-28,KAR_DHA,Karnataka,Dharwad,16.0,20.0,22.8,3.69,0
2024-03-29,KAR_DHA,Karnataka,Dharwad,25.2,20.0,32.9,11.41,0
2024-03-30,KAR_DHA,Karnataka,Dharwad,0.0,20.0,43.4,13.64,0
2024-03-31,KAR_DHA,Karnataka,Dharwad,22.8,20.0,24.4,7.6,0
2024-04-01,KAR_DHA,Karnataka,Dharwad,36.8,20.0,43.4,9.2,0
2024-04-02,KAR_DHA,Karnataka,Dharwad,4.3,20.0,32.7,7.3,0
2024-04-03,KAR_DHA,Karnataka,Dharwad,37.6,20.0,29.0,8.52,0
2024-04-04,KAR_DHA,Karnataka,Dharwad,46.1,20.0,26.9,2.35,0
2024-04-05,KAR_DHA,Karnataka,Dharwad,0.0,20.0,27.8,14.33,0
2024-04-06,KAR_DHA,Karnataka,Dharwad,22.2,20.0,39.2,12.99,0
2024-04-07,KAR_DHA,Karnataka,Dharwad,0.0,20.0,15.0,5.55,0
2024-04-08,KAR_DHA,Karnataka,Dharwad,10.1,20.0,19.4,12.54,0
2024-04-09,KAR_DHA,Karnataka,Dharwad,31.7,20.0,13.8,7.75,0
2024-04-10,KAR_DHA,Karnataka,Dharwad,0.0,20.0,30.7,2.85,1
2024-04-11,KAR_DHA,Karnataka,Dharwad,38.0,20.0,36.9,14.99,0
2024-04-12,KAR_DHA,Karnataka,Dharwad,0.0,20.0,28.1,6.24,0
2024-04-13,KAR_DHA,Karnataka,Dharwad,29.7,20.0,11.9,12.05,0
2024-04-14,KAR_DHA,Karnataka,Dharwad,25.2,20.0,11.6,11.17,0
2024-04-15,KAR_DHA,Karnataka,Dharwad,12.0,20.0,37.4,2.47,0
2024-04-16,KAR_DHA,Karnataka,Dharwad,0.0,20.0,29.2,6.27,0
2024-04-17,KAR_DHA,Karnataka,Dharwad,1.4,20.0,12.4,10.96,0
2024-04-18,KAR_DHA,Karnataka,Dharwad,38.2,20.0,34.0,4.81,0
2024-04-19,KAR_DHA,Karnataka,Dharwad,15.1,20.0,36.8,11.62,0
2024-04-20,KAR_DHA,Karnataka,Dharwad,5.9,20.0,11.3,10.32,0
2024-04-21,KAR_DHA,Karnataka,Dharwad,10.9,20.0,30.8,3.29,0
2024-04-22,KAR_DHA,Karnataka,Dharwad,22.2,20.0,17.4,13.71,0
2024-04-23,KAR_DHA,Karnataka,Dharwad,43.1,20.0,42.5,8.86,0
2024-04-24,KAR_DHA,Karnataka,Dharwad,0.0,20.0,37.6,7.21,0
2024-04-25,KAR_DHA,Karnataka,Dharwad,30.4,20.0,29.9,5.15,0
2024-04-26,KAR_DHA,Karnataka,Dharwad,0.0,20.0,18.3,3.65,1
2024-04-27,KAR_DHA,Karnataka,Dharwad,0.0,20.0,30.2,1.33,1
2024-04-28,KAR_DHA,Karnataka,Dharwad,45.0,20.0,26.9,11.91,0
2024-04-29,KAR_DHA,Karnataka,Dharwad,0.0,20.0,36.0,2.79,1
2024-04-30,KAR_DHA,Karnataka,Dharwad,39.9,20.0,19.7,3.59,0
2024-05-01,KAR_DHA,Karnataka,Dharwad,0.0,20.0,21.4,12.55,0
2024-05-02,KAR_DHA,Karnataka,Dharwad,36.6,20.0,44.5,11.25,0
2024-05-03,KAR_DHA,Karnataka,Dharwad,6.7,20.0,31.8,10.77,0
2024-05-04,KAR_DHA,Karnataka,Dharwad,28.6,20.0,19.9,12.66,0
2024-05-05,KAR_DHA,Karnataka,Dharwad,32.5,20.0,40.2,11.64,0
2024-05-06,KAR_DHA,Karnataka,Dharwad,0.7,20.0,10.2,13.52,0
2024-05-07,KAR_DHA,Karnataka,Dharwad,0.0,20.0,23.8,9.73,0
2024-05-08,KAR_DHA,Karnataka,Dharwad,47.7,20.0,15.7,14.76,0
2024-05-09,KAR_DHA,Karnataka,Dharwad,20.7,20.0,23.3,6.9,0
2024-05-10,KAR_DHA,Karnataka,Dharwad,47.7,20.0,12.9,11.81,0
2024-05-11,KAR_DHA,Karnataka,Dharwad,18.8,20.0,13.2,12.89,0
2024-05-12,KAR_DHA,Karnataka,Dharwad,47.6,20.0,40.9,5.44,0
2024-05-13,KAR_DHA,Karnataka,Dharwad,10.2,20.0,17.7,10.91,0
2024-05-14,KAR_DHA,Karnataka,Dharwad,0.0,20.0,39.7,10.87,0
2024-05-15,KAR_DHA,Karnataka,Dharwad,0.2,20.0,43.5,1.96,1
2024-05-16,KAR_DHA,Karnataka,Dharwad,40.2,20.0,21.0,10.98,0
2024-05-17,KAR_DHA,Karnataka,Dharwad,0.0,20.0,29.4,11.17,0
2024-05-18,KAR_DHA,Karnataka,Dharwad,12.4,20.0,23.8,4.89,0
2024-05-19,KAR_DHA,Karnataka,Dharwad,12.4,20.0,32.3,8.56,0
2024-05-20,KAR_DHA,Karnataka,Dharwad,48.9,20.0,26.6,7.8,0
2024-05-21,KAR_DHA,Karnataka,Dharwad,28.1,20.0,39.7,13.81,0
2024-05-22,KAR_DHA,Karnataka,Dharwad,17.3,20.0,42.3,9.91,0
2024-05-23,KAR_DHA,Karnataka,Dharwad,0.0,20.0,11.8,11.31,0
2024-05-24,KAR_DHA,Karnataka,Dharwad,19.5,20.0,31.4,6.73,0
2024-05-25,KAR_DHA,Karnataka,Dharwad,24.5,20.0,16.0,9.5,0
2024-05-26,KAR_DHA,Karnataka,Dharwad,0.0,20.0,37.4,7.76,0
2024-05-27,KAR_DHA,Karnataka,Dharwad,44.6,20.0,38.6,9.0,0
2024-05-28,KAR_DHA,Karnataka,Dharwad,39.8,20.0,14.9,6.05,0
2024-05-29,KAR_DHA,Karnataka,Dharwad,25.8,20.0,13.2,3.98,0
2024-05-30,KAR_DHA,Karnataka,Dharwad,31.5,20.0,27.3,1.45,0
2024-05-31,KAR_DHA,Karnataka,Dharwad,46.3,20.0,22.6,12.95,0
2024-06-01,KAR_DHA,Karnataka,Dharwad,151.1,18.97,13.4,12.81,0
2024-06-02,KAR_DHA,Karnataka,Dharwad,0.0,19.46,18.1,5.52,0
2024-06-03,KAR_DHA,Karnataka,Dharwad,195.3,18.24,42.6,2.98,0
2024-06-04,KAR_DHA,Karnataka,Dharwad,73.7,16.95,33.6,14.98,0
2024-06-05,KAR_DHA,Karnataka,Dharwad,59.1,16.16,35.8,5.11,0
2024-06-06,KAR_DHA,Karnataka,Dharwad,65.3,15.55,27.7,13.74,0
2024-06-07,KAR_DHA,Karnataka,Dharwad,0.0,16.1,18.3,11.04,0
2024-06-08,KAR_DHA,Karnataka,Dharwad,118.7,15.19,13.8,7.31,0
2024-06-09,KAR_DHA,Karnataka,Dharwad,84.6,14.41,19.4,10.26,0
2024-06-10,KAR_DHA,Karnataka,Dharwad,192.4,13.79,30.4,2.52,0
2024-06-11,KAR_DHA,Karnataka,Dharwad,171.2,12.79,25.2,4.63,0
2024-06-12,KAR_DHA,Karnataka,Dharwad,66.9,11.44,10.9,2.83,0
2024-06-13,KAR_DHA,Karnataka,Dharwad,85.3,10.35,15.6,10.82,0
2024-06-14,KAR_DHA,Karnataka,Dharwad,122.5,9.49,16.5,14.84,0
2024-06-15,KAR_DHA,Karnataka,Dharwad,130.8,8.0,31.0,8.85,0
2024-06-16,KAR_DHA,Karnataka,Dharwad,0.0,8.74,10.4,9.57,0
2024-06-17,KAR_DHA,Karnataka,Dharwad,0.0,9.26,27.6,11.04,0
2024-06-18,KAR_DHA,Karnataka,Dharwad,0.0,9.82,33.1,13.02,0
2024-06-19,KAR_DHA,Karnataka,Dharwad,165.9,9.08,25.3,3.53,0
